"LST0007407","LST","基準値項目７",,"7","","","聴力1000Hz","","",""
"LST0007408","LST","基準値項目８",,"8","","","聴力4000Hz","","",""
"LST0007409","LST","基準値項目９",,"9","26611","00","骨密度","骨密度（高齢者）","骨密度（一般成人）","骨密度年齢区分"
"LST0007410","LST","基準値項目１０",,"10","15021","00","ＲＢＣ","ＲＢＣ（高齢者）","ＲＢＣ（一般成人）","ＲＢＣ年齢区分"
"LST0007411","LST","基準値項目１１",,"11","15022","00","Ｈｂ","Ｈｂ（高齢者）","Ｈｂ（一般成人）","Ｈｂ年齢区分"
"LST0007412","LST","基準値項目１２",,"12","15023","00","Ｈｔ","Ｈｔ（高齢者）","Ｈｔ（一般成人）","Ｈｔ年齢区分"
"LST0007413","LST","基準値項目１３",,"13","15027","00","ＰＬＴ","ＰＬＴ（高齢者）","ＰＬＴ（一般成人）","ＰＬＴ年齢区分"
"LST0007414","LST","基準値項目１４",,"14","17520","00","ＦＢＳ","ＦＢＳ（高齢者）","ＦＢＳ（一般成人）","ＦＢＳ年齢区分"
"LST0007415","LST","基準値項目１５",,"15","17522","00","ＨｂＡ１ｃ","ＨｂＡ１ｃ（高齢者）","ＨｂＡ１ｃ（一般成人）","ＨｂＡ１ｃ年齢区分"
"LST0007416","LST","基準値項目１６",,"16","","","ＦＲＡ","ＦＲＡ（高齢者）","ＦＲＡ（一般成人）","ＦＲＡ年齢区分"
"LST0007417","LST","基準値項目１７",,"17","17320","00","ＵＡ","ＵＡ（高齢者）","ＵＡ（一般成人）","ＵＡ年齢区分"
"LST0007418","LST","基準値項目１８",,"18","17421","00","Ｔ－ＣＨＯ","Ｔ－ＣＨＯ（高齢者）","Ｔ－ＣＨＯ（一般成人）","Ｔ－ＣＨＯ年齢区分"
"LST0007419","LST","基準値項目１９",,"19","17423","00","ＨＤＬ－Ｃ","ＨＤＬ－Ｃ（高齢者）","ＨＤＬ－Ｃ（一般成人）","ＨＤＬ－Ｃ年齢区分"
"LST0007420","LST","基準値項目２０",,"20","17422","00","ＬＤＬ－Ｃ","ＬＤＬ－Ｃ（高齢者）","ＬＤＬ－Ｃ（一般成人）","ＬＤＬ－Ｃ年齢区分"
"LST0007421","LST","基準値項目２１",,"21","17420","00","ＴＧ","ＴＧ（高齢者）","ＴＧ（一般成人）","ＴＧ年齢区分"
"LST0007422","LST","基準値項目２２",,"22","17027","00","ＧＯＴ","ＧＯＴ（高齢者）","ＧＯＴ（一般成人）","ＧＯＴ年齢区分"
"LST0007423","LST","基準値項目２３",,"23","17028","00","ＧＰＴ","ＧＰＴ（高齢者）","ＧＰＴ（一般成人）","ＧＰＴ年齢区分"
"LST0007424","LST","基準値項目２４",,"24","17029","00","γ－ＧＴＰ","γ－ＧＴＰ（高齢者）","γ－ＧＴＰ（一般成人）","γ－ＧＴＰ年齢区分"
"LST0007425","LST","基準値項目２５",,"25","17031","00","ＡＬＰ","ＡＬＰ（高齢者）","ＡＬＰ（一般成人）","ＡＬＰ年齢区分"
"LST0007426","LST","基準値項目２６",,"26","17030","00","ＬＤＨ","ＬＤＨ（高齢者）","ＬＤＨ（一般成人）","ＬＤＨ年齢区分"
"LST0007427","LST","基準値項目２７",,"27","17020","00","ＴＰ","ＴＰ（高齢者）","ＴＰ（一般成人）","ＴＰ年齢区分"
"LST0007428","LST","基準値項目２８",,"28","17720","00","Ａｍｙ","Ａｍｙ（高齢者）","Ａｍｙ（一般成人）","Ａｍｙ年齢区分"
"LST0007429","LST","基準値項目２９",,"29","17220","00","ＢＵＮ","","",""
"LST0007430","LST","基準値項目３０",,"30","17221","00","ＣＲＮ","","",""
"LST0007001","LST","労働基準監督署統計（有所見・医師指示）",,"C","D","","","","",""
"YUDOCS006","YDC","誘導対象コース",,"170","","","","","",""
"LST0007307","LST","総合健診受診者数・有所見者数　年齢５",,"035.00","039.99","35-39歳","","","",""
"LST0005902","LST","Ｘ線実施状況（年、月）予定",,"2","K0140","","","","",""
"LST0005901","LST","Ｘ線実施状況（年、月）予定",,"1","K0570","2","","","",""
"LST0005903","LST","Ｘ線実施状況（年、月）予定",,"2","K0150","","","","",""
"LST0005904","LST","Ｘ線実施状況（年、月）予定",,"2","K0540","","","","",""
"LST0005905","LST","Ｘ線実施状況（年、月）予定",,"3","K0540","","","","",""
"LST0005906","LST","Ｘ線実施状況（年、月）予定",,"3","K0542","","","","",""
"LST0005907","LST","Ｘ線実施状況（年、月）予定",,"4","K0160","","","","",""
"LST0005911","LST","Ｘ線実施状況（年、月）年代",,"0","39","","","","",""
"LST0005912","LST","Ｘ線実施状況（年、月）年代",,"40","49","","","","",""
"LST0005913","LST","Ｘ線実施状況（年、月）年代",,"50","59","","","","",""
"LST0005914","LST","Ｘ線実施状況（年、月）年代",,"60","69","","","","",""
"LST0005915","LST","Ｘ線実施状況（年、月）年代",,"70","999","","","","",""
"LST0005921","LST","Ｘ線実施状況（年、月）抽出対象検査",,"1","乳房Ｘ線","27770","01","","",""
"LST0005922","LST","Ｘ線実施状況（年、月）抽出対象検査",,"2","胸部Ｘ線","21030","01","","",""
"LST0005923","LST","Ｘ線実施状況（年、月）抽出対象検査",,"3","胸部ＣＴ","21220","01","","",""
"LST0005924","LST","Ｘ線実施状況（年、月）抽出対象検査",,"4","胃部Ｘ線","23040","01","","",""
"LST00060002","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777003","","","",""
"LST00060012","LST","Ｘ線実施状況（月）判定対象検査",,"3","2","27","","","",""
"LST00060003","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777005","","","",""
"LST00060004","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777007","","","",""
"LST00060005","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777009","","","",""
"LST00060006","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777011","","","",""
"LST00060007","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777013","","","",""
"LST00060008","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777015","","","",""
"LST00060009","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777017","","","",""
"LST00060010","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777019","","","",""
"LST00060001","LST","Ｘ線実施状況（月）判定対象検査",,"1","1","2777001","","","",""
"LST00060011","LST","Ｘ線実施状況（月）判定対象検査",,"2","2","6","","","",""
"LST00060013","LST","Ｘ線実施状況（月）判定対象検査",,"4","2","7","","","",""
"LST00060101","LST","Ｘ線実施状況（月）所見判定",,"1","1036","1","01","総合判定カテゴリー１","",""
"LST00060102","LST","Ｘ線実施状況（月）所見判定",,"1","1037","1","02","総合判定カテゴリー２","",""
"LST00060103","LST","Ｘ線実施状況（月）所見判定",,"1","1038","2","04","総合判定カテゴリー３","",""
"LST00060104","LST","Ｘ線実施状況（月）所見判定",,"1","1039","2","05","総合判定カテゴリー４","",""
"LST00060105","LST","Ｘ線実施状況（月）所見判定",,"1","1040","2","06","総合判定カテゴリー５","",""
"LST00060106","LST","Ｘ線実施状況（月）所見判定",,"1","2036","1","01","総合判定カテゴリー１","",""
"LST00060107","LST","Ｘ線実施状況（月）所見判定",,"1","2037","1","02","総合判定カテゴリー２","",""
"LST00060108","LST","Ｘ線実施状況（月）所見判定",,"1","2038","2","04","総合判定カテゴリー３","",""
"LST00060109","LST","Ｘ線実施状況（月）所見判定",,"1","2039","2","05","総合判定カテゴリー４","",""
"LST00060110","LST","Ｘ線実施状況（月）所見判定",,"1","2040","2","06","総合判定カテゴリー５","",""
"LST00060111","LST","Ｘ線実施状況（月）所見判定",,"2","A","1","01","Ａ","",""
"LST00060112","LST","Ｘ線実施状況（月）所見判定",,"2","B1","1","02","Ｂ１","",""
"LST00060113","LST","Ｘ線実施状況（月）所見判定",,"2","B2","1","03","Ｂ２","",""
"LST00060114","LST","Ｘ線実施状況（月）所見判定",,"2","C1","2","04","Ｃ１","",""
"LST00060115","LST","Ｘ線実施状況（月）所見判定",,"2","C3","2","05","Ｃ３","",""
"LST00060116","LST","Ｘ線実施状況（月）所見判定",,"2","C6","2","06","Ｃ６","",""
"LST00060117","LST","Ｘ線実施状況（月）所見判定",,"2","D1","2","07","Ｄ１","",""
"LST00060118","LST","Ｘ線実施状況（月）所見判定",,"2","D2","2","08","Ｄ２","",""
"LST00060119","LST","Ｘ線実施状況（月）所見判定",,"3","A","1","01","Ａ","",""
"LST00060120","LST","Ｘ線実施状況（月）所見判定",,"3","B1","1","02","Ｂ１","",""
"LST00060121","LST","Ｘ線実施状況（月）所見判定",,"3","B2","1","03","Ｂ２","",""
"LST00060122","LST","Ｘ線実施状況（月）所見判定",,"3","C1","2","04","Ｃ１","",""
"LST00060123","LST","Ｘ線実施状況（月）所見判定",,"3","C3","2","05","Ｃ３","",""
"LST00060124","LST","Ｘ線実施状況（月）所見判定",,"3","C6","2","06","Ｃ６","",""
"LST00060125","LST","Ｘ線実施状況（月）所見判定",,"3","D1","2","07","Ｄ１","",""
"LST00060126","LST","Ｘ線実施状況（月）所見判定",,"3","D2","2","08","Ｄ２","",""
"LST00060127","LST","Ｘ線実施状況（月）所見判定",,"4","A","1","01","Ａ","",""
"LST00060128","LST","Ｘ線実施状況（月）所見判定",,"4","B1","1","02","Ｂ１","",""
"LST00060129","LST","Ｘ線実施状況（月）所見判定",,"4","B2","1","03","Ｂ２","",""
"LST00060130","LST","Ｘ線実施状況（月）所見判定",,"4","C1","2","04","Ｃ１","",""
"LST00060131","LST","Ｘ線実施状況（月）所見判定",,"4","C3","2","05","Ｃ３","",""
"LST00060132","LST","Ｘ線実施状況（月）所見判定",,"4","C6","2","06","Ｃ６","",""
"LST00060133","LST","Ｘ線実施状況（月）所見判定",,"4","D1","2","07","Ｄ１","",""
"LST00060134","LST","Ｘ線実施状況（月）所見判定",,"4","D2","2","08","Ｄ２","",""
"YUDOCS013","YDC","誘導対象コース",,"177","","","","","",""
"LST00060301","LST","Ｘ線実施状況（月）抽出コース",,"100","","","","","",""
"LST00060302","LST","Ｘ線実施状況（月）抽出コース",,"110","","","","","",""
"LST00060303","LST","Ｘ線実施状況（月）抽出コース",,"150","","","","","",""
"LST00060304","LST","Ｘ線実施状況（月）抽出コース",,"223","","","","","",""
"LST00060305","LST","Ｘ線実施状況（月）抽出コース",,"225","","","","","",""
"LST00060202","LST","Ｘ線実施状況（年）抽出コース",,"110","","","","","",""
"LST00060203","LST","Ｘ線実施状況（年）抽出コース",,"150","","","","","",""
"LST00060201","LST","Ｘ線実施状況（年）抽出コース",,"100","","","","","",""
"LST00060204","LST","Ｘ線実施状況（年）抽出コース",,"223","","","","","",""
"LST00060205","LST","Ｘ線実施状況（年）抽出コース",,"225","","","","","",""
"CSLCNTCS001","CCS","受診回数カウントコース",,"100","","","","","",""
"CSLCNTCS002","CCS","受診回数カウントコース",,"110","","","","","",""
"YUDOCS014","YDC","誘導対象コース",,"240","","","","","",""
"DAILYCLS","XXX","日次締め日",15-10-29,"HAINS$","2015/10/29 11:20:04","","","","",""
"FOLJUD0004","FOL","フォロー判定コード",,"D1","","","","","",""
"FOLJUD0005","FOL","フォロー判定コード",,"D2","","","","","",""
"FOLJUDCL06","FOL","フォロー判定分類表示順",,"6","6","胸部X線","","","",""
"FOLJUDCL07","FOL","フォロー判定分類表示順",,"7","7","上部消化管","","","",""
"FOLJUDCL08","FOL","フォロー判定分類表示順",,"8","8","便潜血","","","",""
"FOLJUDCL09","FOL","フォロー判定分類表示順",,"9","9","上腹部超音波","","","",""
"FOLJUDCL10","FOL","フォロー判定分類表示順",,"10","10","血液","","","",""
"FOLJUDCL18","FOL","フォロー判定分類表示順",,"18","19","前立腺","","","",""
"FOLJUDCL26","FOL","フォロー判定分類表示順",,"26","27","大腸内視鏡","","","",""
"FOLJUDCL27","FOL","フォロー判定分類表示順",,"27","28","胸部CT","","","",""
"FOLJUDCL29","FOL","フォロー判定分類表示順",,"29","29","喀痰","","","",""
"LST0030203","LST","成績書団体グループ指定",,"070","NTTデータグループ","","","","","団体名・社員番号印字用"
"FPDOPT001","FOP","AFP",,"147","16320","00","","","",""
"YUDOCS016","YDC","誘導対象コース",,"245","","","","","",""
"FPDGRP003","FPD","NTTデータグループ",,"X850","070","070","","","",""
"FPDOPT002","FOP","CEA",,"148","16321","00","","","",""
"FPDOPT003","FOP","CA19-9",,"149","16322","00","","","",""
"FPDOPT004","FOP","CA-125",,"150","16323","00","","","",""
"FPDOPT005","FOP","γｾﾐﾉﾌﾟﾛﾃｲﾝ",,"151","16401","00","","","",""
"FPDOPT006","FOP","ＣＹＦＲＡ",,"152","16402","00","","","",""
"FPDOPT007","FOP","ＨＡＶ",,"153","16405","00","","","",""
"FPDOPT008","FOP","HAV抑制率",,"154","16406","00","","","",""
"FPDOPT009","FOP","ＺＴＴ",,"155","17023","00","","","",""
"FPDOPT010","FOP","ｱﾐﾗｰｾﾞ",,"156","17720","00","","","",""
"FPDOPT011","FOP","大腸内視鏡所見",,"157","23510","**","","","",""
"FPDOPT012","FOP","大腸内視鏡生検実施日",,"158","23530","00","","","",""
"FPDOPT013","FOP","肺野",,"159","21220","**","","","",""
"FPDOPT014","FOP","縦隔",,"160","21320","**","","","",""
"FPDOPT015","FOP","CT診断",,"161","21420","**","","","",""
"FPDOPT016","FOP","喀痰細胞診",,"162","21140","00","","","",""
"FPDOPT017","FOP","ヘリカル喀痰",,"163","21430","00","","","",""
"FPDGRP001","FPD","花王グループ",,"X700","010","010","","","",""
"FPDGRP002","FPD","ソニーマーケグループ",,"X800","020","020","","","",""
"FPDGRP004","FPD","株式会社日建設計",,"X750","090","090","","","",""
"BANK15","BAN","銀行",,"新生銀行","","12","","","",""
"UGR100","UGR","ユーザー大グループ",,"センター内科医","","","","","",""
"UGR200","UGR","ユーザー大グループ",,"センター内視鏡医","","","","","",""
"UGR300","UGR","ユーザー大グループ",,"婦人科医","","","","","",""
"USR101","USR","ユーザー小グループ",,"センター長","UGR100","","","","",""
"USR102","USR","ユーザー小グループ",,"読影有","UGR100","","","","",""
"USR103","USR","ユーザー小グループ",,"読影無","UGR100","","","","",""
"ERRFILE","XXX","連携エラーファイル格納先",,"D:\webHains\Renkei","HRSOC07ERR.LOG","","","","",""
"RPTD001","REP","成績書オプション管理コード",,"婦人科","1","25","X517","","",""
"RPTD002","REP","成績書オプション管理コード",,"乳房触診","1","24","X523","","",""
"RPTV001","REP","成績書オプション管理コード",,"オプション血液検査","2","","X509","","",""
"RPTV002","REP","成績書オプション管理コード",,"大腸内視鏡検査","2","26","X516","","",""
"RPTV003","REP","成績書オプション管理コード",,"胸部ＣＴ","2","27","X515","","",""
"RPTV004","REP","成績書オプション管理コード",,"喀痰細胞診","2","29","","","",""
"RPTV005","REP","成績書オプション管理コード",,"乳房Ｘ腺検査","2","24","X522","","",""
"RPTV006","REP","成績書オプション管理コード",,"乳房超音波検査","2","24","X521","","",""
"RPTD003","REP","成績書オプション管理コード",,"血清","1","17","","","",""
"CTRCHK002","CTR","契約情報参照団体",,"22132-00000","日興コーディアルグループ健康保険組合","","","","",""
"RPTD004","REP","成績書オプション管理コード",,"前立腺","1","18","","","",""
"LST0030205","LST","成績書団体グループ指定",,"100","聖路加職員健診グループ","","","","","団体名・社員番号印字用"
"CTRCHK003","CTR","契約情報参照団体",,"04049-00000","ＮＴＴデータ","","","","",""
"LST0030204","LST","成績表団体グループ指定",,"080","ミキモトグループ","","","","","団体名・社員番号印字用"
"PATIENT03","PAT","個人票対象コース",,"150","","","","","",""
"NPRT110001","NPT","企業成績書出力項目制御管理",,"20022","00000","25","婦人科","","",""
"CHGPERID06","CHP","個人ID変更情報",,"238979","8711498","8278326","","","",""
"FPDGRP005","FPD","ソニー生命",,"X751","15008","00000","","","",""
"YUDOCS017","YDC","誘導対象コース",,"136","","","","","",""
"PWDSET","PWD","パスワード有効期間管理",,"3600","14","パスワードの有効期間が満了しました。","今パスワードを変更してください。","現在のパスワードの使用可能期間は","までです。",""
"RSV2ORG001","RS2","年度内2回目予約登録チェック管理",,"32008","00000","04/01","03/31","","",""
"RSV2CSCD01","RS2","年度内2回目予約登録チェック管理",,"100","110","","","","",""
"TEST","UPD","C#テスト 2016/12/21 16:47:12",,"","","","","","",""
